Ref_Date,GEO,GROUP,Vector,Coordinate,Value
2015/2016,Saskatchewan,Humanities,v62427275,9.3,5856.000
2016/2017,Saskatchewan,Humanities,v62427275,9.3,6035.000
2017/2018,Saskatchewan,Humanities,v62427275,9.3,6184.000
2006/2007,Saskatchewan,"Social and behavioural sciences, and legal studies",v62427276,9.4,4409.000
2007/2008,Saskatchewan,"Social and behavioural sciences, and legal studies",v62427276,9.4,4409.000
2008/2009,Saskatchewan,"Social and behavioural sciences, and legal studies",v62427276,9.4,4414.000
2009/2010,Saskatchewan,"Social and behavioural sciences, and legal studies",v62427276,9.4,4548.000
2010/2011,Saskatchewan,"Social and behavioural sciences, and legal studies",v62427276,9.4,4764.000
2011/2012,Saskatchewan,"Social and behavioural sciences, and legal studies",v62427276,9.4,4989.000
2012/2013,Saskatchewan,"Social and behavioural sciences, and legal studies",v62427276,9.4,5113.000
2013/2014,Saskatchewan,"Social and behavioural sciences, and legal studies",v62427276,9.4,5331.000
2014/2015,Saskatchewan,"Social and behavioural sciences, and legal studies",v62427276,9.4,5607.000
2015/2016,Saskatchewan,"Social and behavioural sciences, and legal studies",v62427276,9.4,5817.000
2016/2017,Saskatchewan,"Social and behavioural sciences, and legal studies",v62427276,9.4,5983.000
2017/2018,Saskatchewan,"Social and behavioural sciences, and legal studies",v62427276,9.4,6129.000
2006/2007,Saskatchewan,Law,v62427277,9.5,6840.000
2007/2008,Saskatchewan,Law,v62427277,9.5,6840.000
2008/2009,Saskatchewan,Law,v62427277,9.5,6840.000
2009/2010,Saskatchewan,Law,v62427277,9.5,7353.000
2010/2011,Saskatchewan,Law,v62427277,9.5,8070.000
2011/2012,Saskatchewan,Law,v62427277,9.5,8490.000
2012/2013,Saskatchewan,Law,v62427277,9.5,9900.000
2013/2014,Saskatchewan,Law,v62427277,9.5,11400.000
2014/2015,Saskatchewan,Law,v62427277,9.5,12015.000
2015/2016,Saskatchewan,Law,v62427277,9.5,12255.000
2016/2017,Saskatchewan,Law,v62427277,9.5,12624.000
2017/2018,Saskatchewan,Law,v62427277,9.5,13002.000
2006/2007,Saskatchewan,"Business, management and public administration",v62427278,9.6,4963.000
2007/2008,Saskatchewan,"Business, management and public administration",v62427278,9.6,4960.000
2008/2009,Saskatchewan,"Business, management and public administration",v62427278,9.6,4960.000
2009/2010,Saskatchewan,"Business, management and public administration",v62427278,9.6,5184.000
2010/2011,Saskatchewan,"Business, management and public administration",v62427278,9.6,5471.000
2011/2012,Saskatchewan,"Business, management and public administration",v62427278,9.6,5788.000
2012/2013,Saskatchewan,"Business, management and public administration",v62427278,9.6,6036.000
2013/2014,Saskatchewan,"Business, management and public administration",v62427278,9.6,6271.000
2014/2015,Saskatchewan,"Business, management and public administration",v62427278,9.6,6497.000
2015/2016,Saskatchewan,"Business, management and public administration",v62427278,9.6,6779.000
2016/2017,Saskatchewan,"Business, management and public administration",v62427278,9.6,7002.000
2017/2018,Saskatchewan,"Business, management and public administration",v62427278,9.6,7175.000
2006/2007,Saskatchewan,Physical and life sciences and technologies,v62427279,9.7,4474.000
2007/2008,Saskatchewan,Physical and life sciences and technologies,v62427279,9.7,4473.000
2008/2009,Saskatchewan,Physical and life sciences and technologies,v62427279,9.7,4473.000
2009/2010,Saskatchewan,Physical and life sciences and technologies,v62427279,9.7,4612.000
2010/2011,Saskatchewan,Physical and life sciences and technologies,v62427279,9.7,4825.000
2011/2012,Saskatchewan,Physical and life sciences and technologies,v62427279,9.7,5138.000
2012/2013,Saskatchewan,Physical and life sciences and technologies,v62427279,9.7,5328.000
2013/2014,Saskatchewan,Physical and life sciences and technologies,v62427279,9.7,5564.000
2014/2015,Saskatchewan,Physical and life sciences and technologies,v62427279,9.7,5847.000
2015/2016,Saskatchewan,Physical and life sciences and technologies,v62427279,9.7,5990.000
2016/2017,Saskatchewan,Physical and life sciences and technologies,v62427279,9.7,6178.000
2017/2018,Saskatchewan,Physical and life sciences and technologies,v62427279,9.7,6334.000
2006/2007,Saskatchewan,"Mathematics, computer and information sciences",v62427280,9.8,4462.000
2007/2008,Saskatchewan,"Mathematics, computer and information sciences",v62427280,9.8,4456.000
2008/2009,Saskatchewan,"Mathematics, computer and information sciences",v62427280,9.8,4456.000
2009/2010,Saskatchewan,"Mathematics, computer and information sciences",v62427280,9.8,4592.000
2010/2011,Saskatchewan,"Mathematics, computer and information sciences",v62427280,9.8,4810.000
2011/2012,Saskatchewan,"Mathematics, computer and information sciences",v62427280,9.8,5203.000
2012/2013,Saskatchewan,"Mathematics, computer and information sciences",v62427280,9.8,5319.000
2013/2014,Saskatchewan,"Mathematics, computer and information sciences",v62427280,9.8,5541.000
2014/2015,Saskatchewan,"Mathematics, computer and information sciences",v62427280,9.8,5933.000
2015/2016,Saskatchewan,"Mathematics, computer and information sciences",v62427280,9.8,6100.000
2016/2017,Saskatchewan,"Mathematics, computer and information sciences",v62427280,9.8,6265.000
2017/2018,Saskatchewan,"Mathematics, computer and information sciences",v62427280,9.8,6423.000
2006/2007,Saskatchewan,Engineering,v62427281,9.9,5222.000
2007/2008,Saskatchewan,Engineering,v62427281,9.9,5223.000
2008/2009,Saskatchewan,Engineering,v62427281,9.9,5223.000
2009/2010,Saskatchewan,Engineering,v62427281,9.9,5448.000
2010/2011,Saskatchewan,Engineering,v62427281,9.9,5748.000
2011/2012,Saskatchewan,Engineering,v62427281,9.9,6273.000
2012/2013,Saskatchewan,Engineering,v62427281,9.9,6702.000
2013/2014,Saskatchewan,Engineering,v62427281,9.9,6094.000
2014/2015,Saskatchewan,Engineering,v62427281,9.9,6384.000
2015/2016,Saskatchewan,Engineering,v62427281,9.9,6763.000
2016/2017,Saskatchewan,Engineering,v62427281,9.9,7305.000
2017/2018,Saskatchewan,Engineering,v62427281,9.9,7358.000
2006/2007,Saskatchewan,"Agriculture, natural resources and conservation",v62427267,9.11,4524.000
2007/2008,Saskatchewan,"Agriculture, natural resources and conservation",v62427267,9.11,4523.000
2008/2009,Saskatchewan,"Agriculture, natural resources and conservation",v62427267,9.11,4524.000
2009/2010,Saskatchewan,"Agriculture, natural resources and conservation",v62427267,9.11,4659.000
2010/2011,Saskatchewan,"Agriculture, natural resources and conservation",v62427267,9.11,4866.000
2011/2012,Saskatchewan,"Agriculture, natural resources and conservation",v62427267,9.11,4983.000
2012/2013,Saskatchewan,"Agriculture, natural resources and conservation",v62427267,9.11,5190.000
2013/2014,Saskatchewan,"Agriculture, natural resources and conservation",v62427267,9.11,5424.000
2014/2015,Saskatchewan,"Agriculture, natural resources and conservation",v62427267,9.11,5658.000
2015/2016,Saskatchewan,"Agriculture, natural resources and conservation",v62427267,9.11,5824.000
2016/2017,Saskatchewan,"Agriculture, natural resources and conservation",v62427267,9.11,5972.000
2017/2018,Saskatchewan,"Agriculture, natural resources and conservation",v62427267,9.11,6119.000
2007/2008,Saskatchewan,Dentistry,v62427268,9.12,32000.000
2008/2009,Saskatchewan,Dentistry,v62427268,9.12,32000.000
2009/2010,Saskatchewan,Dentistry,v62427268,9.12,32960.000
2010/2011,Saskatchewan,Dentistry,v62427268,9.12,32960.000
2011/2012,Saskatchewan,Dentistry,v62427268,9.12,32960.000
2012/2013,Saskatchewan,Dentistry,v62427268,9.12,32960.000
2013/2014,Saskatchewan,Dentistry,v62427268,9.12,32960.000
2014/2015,Saskatchewan,Dentistry,v62427268,9.12,32960.000
2015/2016,Saskatchewan,Dentistry,v62427268,9.12,32960.000
2016/2017,Saskatchewan,Dentistry,v62427268,9.12,32960.000
2017/2018,Saskatchewan,Dentistry,v62427268,9.12,33619.000
2006/2007,Saskatchewan,Medicine,v62427269,9.13,11036.000
2007/2008,Saskatchewan,Medicine,v62427269,9.13,11036.000
2008/2009,Saskatchewan,Medicine,v62427269,9.13,11036.000
2009/2010,Saskatchewan,Medicine,v62427269,9.13,11367.000
2010/2011,Saskatchewan,Medicine,v62427269,9.13,12276.000
2011/2012,Saskatchewan,Medicine,v62427269,9.13,12921.000
2012/2013,Saskatchewan,Medicine,v62427269,9.13,13890.000
2013/2014,Saskatchewan,Medicine,v62427269,9.13,14930.000
2014/2015,Saskatchewan,Medicine,v62427269,9.13,15530.000
2015/2016,Saskatchewan,Medicine,v62427269,9.13,15840.000
2016/2017,Saskatchewan,Medicine,v62427269,9.13,16236.000
2017/2018,Saskatchewan,Medicine,v62427269,9.13,16642.000
2007/2008,Saskatchewan,Nursing,v62427270,9.14,4779.000
2008/2009,Saskatchewan,Nursing,v62427270,9.14,4779.000
2009/2010,Saskatchewan,Nursing,v62427270,9.14,4922.000
2010/2011,Saskatchewan,Nursing,v62427270,9.14,5141.000
2011/2012,Saskatchewan,Nursing,v62427270,9.14,5264.000
2012/2013,Saskatchewan,Nursing,v62427270,9.14,5516.000
2013/2014,Saskatchewan,Nursing,v62427270,9.14,5913.000
2014/2015,Saskatchewan,Nursing,v62427270,9.14,6211.000
2015/2016,Saskatchewan,Nursing,v62427270,9.14,6998.000
2016/2017,Saskatchewan,Nursing,v62427270,9.14,7154.000
2017/2018,Saskatchewan,Nursing,v62427270,9.14,7333.000
2008/2009,Saskatchewan,Pharmacy,v62427271,9.15,6670.000
2009/2010,Saskatchewan,Pharmacy,v62427271,9.15,7102.000
2010/2011,Saskatchewan,Pharmacy,v62427271,9.15,7510.000
2011/2012,Saskatchewan,Pharmacy,v62427271,9.15,7750.000
2012/2013,Saskatchewan,Pharmacy,v62427271,9.15,8146.000
2013/2014,Saskatchewan,Pharmacy,v62427271,9.15,7250.000
2014/2015,Saskatchewan,Pharmacy,v62427271,9.15,7543.000
2015/2016,Saskatchewan,Pharmacy,v62427271,9.15,7609.000
2016/2017,Saskatchewan,Pharmacy,v62427271,9.15,8456.000
2017/2018,Saskatchewan,Pharmacy,v62427271,9.15,8673.000
2007/2008,Saskatchewan,Veterinary medicine,v62427272,9.16,6553.000
2008/2009,Saskatchewan,Veterinary medicine,v62427272,9.16,6553.000
2009/2010,Saskatchewan,Veterinary medicine,v62427272,9.16,6750.000
2010/2011,Saskatchewan,Veterinary medicine,v62427272,9.16,7020.000
2011/2012,Saskatchewan,Veterinary medicine,v62427272,9.16,7174.000
2012/2013,Saskatchewan,Veterinary medicine,v62427272,9.16,7497.000
2013/2014,Saskatchewan,Veterinary medicine,v62427272,9.16,7872.000
2014/2015,Saskatchewan,Veterinary medicine,v62427272,9.16,8266.000
2015/2016,Saskatchewan,Veterinary medicine,v62427272,9.16,8680.000
2016/2017,Saskatchewan,Veterinary medicine,v62427272,9.16,9114.000
2017/2018,Saskatchewan,Veterinary medicine,v62427272,9.16,9296.000
2006/2007,Saskatchewan,"Other health, parks, recreation and fitness",v62427273,9.17,4524.000
2007/2008,Saskatchewan,"Other health, parks, recreation and fitness",v62427273,9.17,4524.000
2008/2009,Saskatchewan,"Other health, parks, recreation and fitness",v62427273,9.17,4462.000
2009/2010,Saskatchewan,"Other health, parks, recreation and fitness",v62427273,9.17,4593.000
2010/2011,Saskatchewan,"Other health, parks, recreation and fitness",v62427273,9.17,4812.000
2011/2012,Saskatchewan,"Other health, parks, recreation and fitness",v62427273,9.17,5202.000
2012/2013,Saskatchewan,"Other health, parks, recreation and fitness",v62427273,9.17,5390.000
2013/2014,Saskatchewan,"Other health, parks, recreation and fitness",v62427273,9.17,5627.000
2014/2015,Saskatchewan,"Other health, parks, recreation and fitness",v62427273,9.17,5916.000
2015/2016,Saskatchewan,"Other health, parks, recreation and fitness",v62427273,9.17,6131.000
2016/2017,Saskatchewan,"Other health, parks, recreation and fitness",v62427273,9.17,6330.000
2017/2018,Saskatchewan,"Other health, parks, recreation and fitness",v62427273,9.17,6491.000
2014/2014,Saskatchewan,"Personal, protective and transportation services",v114648204,9.18,..
2015/2015,Saskatchewan,"Personal, protective and transportation services",v114648204,9.18,..
2016/2017,Saskatchewan,"Personal, protective and transportation services",v114648204,9.18,6195.000
2017/2018,Saskatchewan,"Personal, protective and transportation services",v114648204,9.18,6353.000
2006/2007,Alberta,Education,v62427129,10.1,4589.000
2007/2008,Alberta,Education,v62427129,10.1,4816.000
2008/2009,Alberta,Education,v62427129,10.1,4873.000
2009/2010,Alberta,Education,v62427129,10.1,5073.000
2010/2011,Alberta,Education,v62427129,10.1,5149.000
2011/2012,Alberta,Education,v62427129,10.1,5166.000
2012/2013,Alberta,Education,v62427129,10.1,5221.000
2013/2014,Alberta,Education,v62427129,10.1,5230.000
2014/2015,Alberta,Education,v62427129,10.1,5286.000
2015/2016,Alberta,Education,v62427129,10.1,5284.000
2016/2017,Alberta,Education,v62427129,10.1,5269.000
2017/2018,Alberta,Education,v62427129,10.1,5269.000
2006/2007,Alberta,"Visual and performing arts, and communications technologies",v62427137,10.2,4435.000
2007/2008,Alberta,"Visual and performing arts, and communications technologies",v62427137,10.2,4665.000
2008/2009,Alberta,"Visual and performing arts, and communications technologies",v62427137,10.2,4798.000
2009/2010,Alberta,"Visual and performing arts, and communications technologies",v62427137,10.2,4747.000
2010/2011,Alberta,"Visual and performing arts, and communications technologies",v62427137,10.2,4818.000
2011/2012,Alberta,"Visual and performing arts, and communications technologies",v62427137,10.2,4834.000
2012/2013,Alberta,"Visual and performing arts, and communications technologies",v62427137,10.2,4940.000
2013/2014,Alberta,"Visual and performing arts, and communications technologies",v62427137,10.2,4934.000
2014/2015,Alberta,"Visual and performing arts, and communications technologies",v62427137,10.2,4980.000
2015/2016,Alberta,"Visual and performing arts, and communications technologies",v62427137,10.2,4977.000
2016/2017,Alberta,"Visual and performing arts, and communications technologies",v62427137,10.2,4975.000
2017/2018,Alberta,"Visual and performing arts, and communications technologies",v62427137,10.2,4975.000
2006/2007,Alberta,Humanities,v62427138,10.3,4610.000
2007/2008,Alberta,Humanities,v62427138,10.3,4838.000
2008/2009,Alberta,Humanities,v62427138,10.3,4850.000
2009/2010,Alberta,Humanities,v62427138,10.3,5063.000
2010/2011,Alberta,Humanities,v62427138,10.3,5139.000
2011/2012,Alberta,Humanities,v62427138,10.3,5157.000
2012/2013,Alberta,Humanities,v62427138,10.3,5023.000
2013/2014,Alberta,Humanities,v62427138,10.3,5014.000
2014/2015,Alberta,Humanities,v62427138,10.3,5076.000
2015/2016,Alberta,Humanities,v62427138,10.3,5076.000
2016/2017,Alberta,Humanities,v62427138,10.3,5050.000
2017/2018,Alberta,Humanities,v62427138,10.3,5050.000
2006/2007,Alberta,"Social and behavioural sciences, and legal studies",v62427139,10.4,4644.000
2007/2008,Alberta,"Social and behavioural sciences, and legal studies",v62427139,10.4,4793.000
2008/2009,Alberta,"Social and behavioural sciences, and legal studies",v62427139,10.4,4873.000
2009/2010,Alberta,"Social and behavioural sciences, and legal studies",v62427139,10.4,5072.000
2010/2011,Alberta,"Social and behavioural sciences, and legal studies",v62427139,10.4,5148.000
2011/2012,Alberta,"Social and behavioural sciences, and legal studies",v62427139,10.4,5165.000
2012/2013,Alberta,"Social and behavioural sciences, and legal studies",v62427139,10.4,5136.000
2013/2014,Alberta,"Social and behavioural sciences, and legal studies",v62427139,10.4,5124.000
2014/2015,Alberta,"Social and behavioural sciences, and legal studies",v62427139,10.4,5165.000
2015/2016,Alberta,"Social and behavioural sciences, and legal studies",v62427139,10.4,5170.000
2016/2017,Alberta,"Social and behavioural sciences, and legal studies",v62427139,10.4,5247.000
2017/2018,Alberta,"Social and behavioural sciences, and legal studies",v62427139,10.4,5290.000
2006/2007,Alberta,Law,v62427140,10.5,9328.000
2007/2008,Alberta,Law,v62427140,10.5,9539.000
2008/2009,Alberta,Law,v62427140,10.5,10229.000
2009/2010,Alberta,Law,v62427140,10.5,8295.000
2010/2011,Alberta,Law,v62427140,10.5,10666.000
2011/2012,Alberta,Law,v62427140,10.5,10893.000
2012/2013,Alberta,Law,v62427140,10.5,11132.000
2013/2014,Alberta,Law,v62427140,10.5,11170.000
2014/2015,Alberta,Law,v62427140,10.5,11331.000
2015/2016,Alberta,Law,v62427140,10.5,11372.000
2016/2017,Alberta,Law,v62427140,10.5,11031.000
2017/2018,Alberta,Law,v62427140,10.5,11031.000
2006/2007,Alberta,"Business, management and public administration",v62427141,10.6,4532.000
2007/2008,Alberta,"Business, management and public administration",v62427141,10.6,4720.000
2008/2009,Alberta,"Business, management and public administration",v62427141,10.6,4842.000
2009/2010,Alberta,"Business, management and public administration",v62427141,10.6,5043.000
2010/2011,Alberta,"Business, management and public administration",v62427141,10.6,5119.000
2011/2012,Alberta,"Business, management and public administration",v62427141,10.6,5640.000
2012/2013,Alberta,"Business, management and public administration",v62427141,10.6,6094.000
2013/2014,Alberta,"Business, management and public administration",v62427141,10.6,6091.000
2014/2015,Alberta,"Business, management and public administration",v62427141,10.6,6111.000
2015/2016,Alberta,"Business, management and public administration",v62427141,10.6,5828.000
2016/2017,Alberta,"Business, management and public administration",v62427141,10.6,5868.000
2017/2018,Alberta,"Business, management and public administration",v62427141,10.6,5868.000
2006/2007,Alberta,Physical and life sciences and technologies,v62427142,10.7,4598.000
2007/2008,Alberta,Physical and life sciences and technologies,v62427142,10.7,4780.000
2008/2009,Alberta,Physical and life sciences and technologies,v62427142,10.7,4899.000
2009/2010,Alberta,Physical and life sciences and technologies,v62427142,10.7,5100.000
2010/2011,Alberta,Physical and life sciences and technologies,v62427142,10.7,5177.000
2011/2012,Alberta,Physical and life sciences and technologies,v62427142,10.7,5194.000
2012/2013,Alberta,Physical and life sciences and technologies,v62427142,10.7,5267.000
2013/2014,Alberta,Physical and life sciences and technologies,v62427142,10.7,5268.000
2014/2015,Alberta,Physical and life sciences and technologies,v62427142,10.7,5320.000
2015/2016,Alberta,Physical and life sciences and technologies,v62427142,10.7,5325.000
2016/2017,Alberta,Physical and life sciences and technologies,v62427142,10.7,5320.000
2017/2018,Alberta,Physical and life sciences and technologies,v62427142,10.7,5320.000
2006/2007,Alberta,"Mathematics, computer and information sciences",v62427143,10.8,4562.000
2007/2008,Alberta,"Mathematics, computer and information sciences",v62427143,10.8,4706.000
2008/2009,Alberta,"Mathematics, computer and information sciences",v62427143,10.8,4871.000
2009/2010,Alberta,"Mathematics, computer and information sciences",v62427143,10.8,5057.000
2010/2011,Alberta,"Mathematics, computer and information sciences",v62427143,10.8,5133.000
2011/2012,Alberta,"Mathematics, computer and information sciences",v62427143,10.8,5150.000
2012/2013,Alberta,"Mathematics, computer and information sciences",v62427143,10.8,5201.000
2013/2014,Alberta,"Mathematics, computer and information sciences",v62427143,10.8,5199.000
2014/2015,Alberta,"Mathematics, computer and information sciences",v62427143,10.8,5259.000
2015/2016,Alberta,"Mathematics, computer and information sciences",v62427143,10.8,5283.000
2016/2017,Alberta,"Mathematics, computer and information sciences",v62427143,10.8,5244.000
2017/2018,Alberta,"Mathematics, computer and information sciences",v62427143,10.8,5244.000
2006/2007,Alberta,Engineering,v62427144,10.9,4562.000
2007/2008,Alberta,Engineering,v62427144,10.9,4711.000
2008/2009,Alberta,Engineering,v62427144,10.9,4925.000
2009/2010,Alberta,Engineering,v62427144,10.9,4485.000
2010/2011,Alberta,Engineering,v62427144,10.9,5401.000
2011/2012,Alberta,Engineering,v62427144,10.9,5815.000
2012/2013,Alberta,Engineering,v62427144,10.9,5886.000
2013/2014,Alberta,Engineering,v62427144,10.9,5871.000
2014/2015,Alberta,Engineering,v62427144,10.9,5920.000
2015/2016,Alberta,Engineering,v62427144,10.9,6365.000
2016/2017,Alberta,Engineering,v62427144,10.9,6420.000
2017/2018,Alberta,Engineering,v62427144,10.9,6420.000
2006/2007,Alberta,"Agriculture, natural resources and conservation",v62427130,10.11,4415.000
2007/2008,Alberta,"Agriculture, natural resources and conservation",v62427130,10.11,4734.000
2008/2009,Alberta,"Agriculture, natural resources and conservation",v62427130,10.11,4841.000
2009/2010,Alberta,"Agriculture, natural resources and conservation",v62427130,10.11,5063.000
2010/2011,Alberta,"Agriculture, natural resources and conservation",v62427130,10.11,5139.000
2011/2012,Alberta,"Agriculture, natural resources and conservation",v62427130,10.11,5156.000
2012/2013,Alberta,"Agriculture, natural resources and conservation",v62427130,10.11,5218.000
2013/2014,Alberta,"Agriculture, natural resources and conservation",v62427130,10.11,5218.000
2014/2015,Alberta,"Agriculture, natural resources and conservation",v62427130,10.11,5273.000
2015/2016,Alberta,"Agriculture, natural resources and conservation",v62427130,10.11,5184.000
2016/2017,Alberta,"Agriculture, natural resources and conservation",v62427130,10.11,5210.000
2017/2018,Alberta,"Agriculture, natural resources and conservation",v62427130,10.11,5192.000
2007/2008,Alberta,Dentistry,v62427131,10.12,17761.000
2008/2009,Alberta,Dentistry,v62427131,10.12,18578.000
2009/2010,Alberta,Dentistry,v62427131,10.12,19340.000
2010/2011,Alberta,Dentistry,v62427131,10.12,19630.000
2011/2012,Alberta,Dentistry,v62427131,10.12,19699.000
2012/2013,Alberta,Dentistry,v62427131,10.12,19984.000
2013/2014,Alberta,Dentistry,v62427131,10.12,19984.000
2014/2015,Alberta,Dentistry,v62427131,10.12,20184.000
2015/2016,Alberta,Dentistry,v62427131,10.12,20184.000
2016/2017,Alberta,Dentistry,v62427131,10.12,20184.000
2017/2018,Alberta,Dentistry,v62427131,10.12,20184.000
2006/2007,Alberta,Medicine,v62427132,10.13,11313.000
2007/2008,Alberta,Medicine,v62427132,10.13,11610.000
2008/2009,Alberta,Medicine,v62427132,10.13,12197.000
2009/2010,Alberta,Medicine,v62427132,10.13,10196.000
2010/2011,Alberta,Medicine,v62427132,10.13,12920.000
2011/2012,Alberta,Medicine,v62427132,10.13,12967.000
2012/2013,Alberta,Medicine,v62427132,10.13,13274.000
2013/2014,Alberta,Medicine,v62427132,10.13,13277.000
2014/2015,Alberta,Medicine,v62427132,10.13,13317.000
2015/2016,Alberta,Medicine,v62427132,10.13,13328.000
2016/2017,Alberta,Medicine,v62427132,10.13,13326.000
2017/2018,Alberta,Medicine,v62427132,10.13,13326.000
2007/2008,Alberta,Nursing,v62427133,10.14,5622.000
2008/2009,Alberta,Nursing,v62427133,10.14,5870.000
2009/2010,Alberta,Nursing,v62427133,10.14,6056.000
2010/2011,Alberta,Nursing,v62427133,10.14,6147.000
2011/2012,Alberta,Nursing,v62427133,10.14,6167.000
2012/2013,Alberta,Nursing,v62427133,10.14,5628.000
2013/2014,Alberta,Nursing,v62427133,10.14,5655.000
2014/2015,Alberta,Nursing,v62427133,10.14,5725.000
2015/2016,Alberta,Nursing,v62427133,10.14,5784.000
2016/2017,Alberta,Nursing,v62427133,10.14,5847.000
2017/2018,Alberta,Nursing,v62427133,10.14,5847.000
2007/2008,Alberta,Pharmacy,v62427134,10.15,4686.000
2008/2009,Alberta,Pharmacy,v62427134,10.15,4900.000
2009/2010,Alberta,Pharmacy,v62427134,10.15,5101.000
2010/2011,Alberta,Pharmacy,v62427134,10.15,5177.000
2011/2012,Alberta,Pharmacy,v62427134,10.15,8582.000
2012/2013,Alberta,Pharmacy,v62427134,10.15,9889.000
2013/2014,Alberta,Pharmacy,v62427134,10.15,9889.000
2014/2015,Alberta,Pharmacy,v62427134,10.15,9987.000
2015/2016,Alberta,Pharmacy,v62427134,10.15,9987.000
2016/2017,Alberta,Pharmacy,v62427134,10.15,9987.000
2017/2018,Alberta,Pharmacy,v62427134,10.15,9987.000
2009/2010,Alberta,Veterinary medicine,v62427135,10.16,10410.000
2010/2011,Alberta,Veterinary medicine,v62427135,10.16,10566.000
2011/2012,Alberta,Veterinary medicine,v62427135,10.16,10603.000
2012/2013,Alberta,Veterinary medicine,v62427135,10.16,10756.000
2013/2014,Alberta,Veterinary medicine,v62427135,10.16,10756.000
2014/2015,Alberta,Veterinary medicine,v62427135,10.16,10864.000
2015/2016,Alberta,Veterinary medicine,v62427135,10.16,10864.000
2016/2017,Alberta,Veterinary medicine,v62427135,10.16,10864.000
2017/2018,Alberta,Veterinary medicine,v62427135,10.16,10864.000
2006/2007,Alberta,"Other health, parks, recreation and fitness",v62427136,10.17,4562.000
2007/2008,Alberta,"Other health, parks, recreation and fitness",v62427136,10.17,7603.000
2008/2009,Alberta,"Other health, parks, recreation and fitness",v62427136,10.17,7185.000
2009/2010,Alberta,"Other health, parks, recreation and fitness",v62427136,10.17,5034.000
2010/2011,Alberta,"Other health, parks, recreation and fitness",v62427136,10.17,5109.000
2011/2012,Alberta,"Other health, parks, recreation and fitness",v62427136,10.17,5126.000
2012/2013,Alberta,"Other health, parks, recreation and fitness",v62427136,10.17,5087.000
2013/2014,Alberta,"Other health, parks, recreation and fitness",v62427136,10.17,5208.000
2014/2015,Alberta,"Other health, parks, recreation and fitness",v62427136,10.17,5199.000
2015/2016,Alberta,"Other health, parks, recreation and fitness",v62427136,10.17,5187.000
2016/2017,Alberta,"Other health, parks, recreation and fitness",v62427136,10.17,5165.000
2017/2018,Alberta,"Other health, parks, recreation and fitness",v62427136,10.17,5165.000
2014/2014,Alberta,"Personal, protective and transportation services",v114648205,10.18,..
2015/2015,Alberta,"Personal, protective and transportation services",v114648205,10.18,..
2016/2017,Alberta,"Personal, protective and transportation services",v114648205,10.18,4942.000
2017/2018,Alberta,"Personal, protective and transportation services",v114648205,10.18,4942.000
2006/2007,British Columbia,Education,v62427145,11.1,4556.000
2007/2008,British Columbia,Education,v62427145,11.1,4678.000
2008/2009,British Columbia,Education,v62427145,11.1,4512.000
2009/2010,British Columbia,Education,v62427145,11.1,4437.000
2010/2011,British Columbia,Education,v62427145,11.1,4467.000
2011/2012,British Columbia,Education,v62427145,11.1,4610.000
2012/2013,British Columbia,Education,v62427145,11.1,4636.000
2013/2014,British Columbia,Education,v62427145,11.1,4739.000
2014/2015,British Columbia,Education,v62427145,11.1,4891.000
2015/2016,British Columbia,Education,v62427145,11.1,5050.000
2016/2017,British Columbia,Education,v62427145,11.1,5229.000
2017/2018,British Columbia,Education,v62427145,11.1,5333.000
2006/2007,British Columbia,"Visual and performing arts, and communications technologies",v62427153,11.2,4647.000
2007/2008,British Columbia,"Visual and performing arts, and communications technologies",v62427153,11.2,4717.000
2008/2009,British Columbia,"Visual and performing arts, and communications technologies",v62427153,11.2,4508.000
2009/2010,British Columbia,"Visual and performing arts, and communications technologies",v62427153,11.2,4521.000
2010/2011,British Columbia,"Visual and performing arts, and communications technologies",v62427153,11.2,4446.000
2011/2012,British Columbia,"Visual and performing arts, and communications technologies",v62427153,11.2,4215.000
2012/2013,British Columbia,"Visual and performing arts, and communications technologies",v62427153,11.2,4307.000
2013/2014,British Columbia,"Visual and performing arts, and communications technologies",v62427153,11.2,4400.000
2014/2015,British Columbia,"Visual and performing arts, and communications technologies",v62427153,11.2,4403.000
2015/2016,British Columbia,"Visual and performing arts, and communications technologies",v62427153,11.2,4624.000
2016/2017,British Columbia,"Visual and performing arts, and communications technologies",v62427153,11.2,5309.000
2017/2018,British Columbia,"Visual and performing arts, and communications technologies",v62427153,11.2,5415.000
2006/2007,British Columbia,Humanities,v62427154,11.3,4675.000
2007/2008,British Columbia,Humanities,v62427154,11.3,4816.000
2008/2009,British Columbia,Humanities,v62427154,11.3,4470.000
2009/2010,British Columbia,Humanities,v62427154,11.3,4380.000
2010/2011,British Columbia,Humanities,v62427154,11.3,4372.000
2011/2012,British Columbia,Humanities,v62427154,11.3,4530.000
2012/2013,British Columbia,Humanities,v62427154,11.3,4509.000
2013/2014,British Columbia,Humanities,v62427154,11.3,4577.000
2014/2015,British Columbia,Humanities,v62427154,11.3,4695.000
2015/2016,British Columbia,Humanities,v62427154,11.3,4791.000
2016/2017,British Columbia,Humanities,v62427154,11.3,4836.000
2017/2018,British Columbia,Humanities,v62427154,11.3,4933.000
2006/2007,British Columbia,"Social and behavioural sciences, and legal studies",v62427155,11.4,4702.000
2007/2008,British Columbia,"Social and behavioural sciences, and legal studies",v62427155,11.4,4808.000
2008/2009,British Columbia,"Social and behavioural sciences, and legal studies",v62427155,11.4,4502.000
